date,description,amount
2017-07-10,CB Etranger Spotify,-10.4
2016-09-12,CB Etranger Spotify,-10.3
2017-01-10,CB Etranger Spotify,-10.3
2016-03-11,CB Etranger Spotify,-10.2
2016-07-11,CB Spotify France,-10.2
2019-01-03,Prlv De Edf Clients Particulie,-40.5
2018-09-03,Prlv De Edf Clients Particulie,-40.125
2019-05-06,Prlv De Edf Clients Particulie,-39.96
2018-07-04,Prlv De Edf Clients Particulie,-39.59
2019-04-03,Prlv De Edf Clients Particulie,-39.42
2017-09-04,Prlv De Edf Clients Particulie,-39.22
2017-12-04,Prlv De Edf Clients Particulie,-39.22
2018-06-04,Prlv De Edf Clients Particulie,-39.055
2018-08-03,Prlv De Edf Clients Particulie,-39.055
2016-10-04,Prlv De Edf Clients Particulie,-39
2019-06-03,Prlv De Edf Clients Particulie,-38.88
2017-06-06,Prlv De Edf Clients Particulie,-38.85
2016-08-03,Prlv De Edf Clients Particulie,-38.625
2018-11-05,Prlv De Edf Clients Particulie,-38.52
2016-10-10,Prlv De Edf Clients Particulie,-38.48
2017-01-03,Prlv De Edf Clients Particulie,-38.48
2019-02-04,Prlv De Edf Clients Particulie,-38.34
2016-04-13,Prlv De Edf Clients Particulie,-38.25
2017-11-03,Prlv De Edf Clients Particulie,-38.16
2018-02-05,Prlv De Edf Clients Particulie,-38.16
2016-09-09,Prlv De Edf Clients Particulie,-38.11
2016-11-03,Prlv De Edf Clients Particulie,-37.96
2019-03-07,Prlv De Edf Clients Particulie,-37.8
2016-06-09,Prlv De Edf Clients Particulie,-37.74
2018-04-03,Prlv De Edf Clients Particulie,-37.63
2018-10-04,Prlv De Edf Clients Particulie,-37.45
2018-12-04,Prlv De Edf Clients Particulie,-37.45
2017-02-03,Prlv De Edf Clients Particulie,-37.44
2017-04-03,Prlv De Edf Clients Particulie,-37.275
2017-05-04,Prlv De Edf Clients Particulie,-37.275
2017-07-04,Prlv De Edf Clients Particulie,-37.275
2017-10-04,Prlv De Edf Clients Particulie,-37.1
2018-01-03,Prlv De Edf Clients Particulie,-37.1
2018-05-04,Prlv De Edf Clients Particulie,-37.1
2016-07-04,Prlv De Edf Clients Particulie,-37.08
2016-08-09,Prlv De Edf Clients Particulie,-37.08
2016-12-05,Prlv De Edf Clients Particulie,-36.92
2017-04-06,Prlv De Edf Clients Particulie,-36.75
2017-05-18,Prlv De Edf Clients Particulie,-36.75
2017-08-03,Prlv De Edf Clients Particulie,-36.75
2016-05-10,Prlv De Edf Clients Particulie,-36.72
2016-07-11,Prlv De Edf Clients Particulie,-36.565
2017-03-24,Prlv De Edf Clients Particulie,-36.4
2016-05-04,Prlv De Edf Clients Particulie,-36.21
2016-09-05,Prlv De Edf Clients Particulie,-36.05
2016-06-03,Prlv De Edf Clients Particulie,-35.7
